Tarikh,Kes sedang dirawat di hospital (SGH KUCHING),Kes sedang dirawat di hospital (HOSPITAL SIBU),Kes sedang dirawat di hospital (HOSPITAL BINTULU),Kes sedang dirawat di hospital (HOSPITAL MIRI),Kes sedang dirawat di hospital (HOSPITAL SUNGAI BULUH),Kes sedang dirawat di hospital (JUMLAH),Kes di Intensive Care Unit/ICU (SGH KUCHING),Kes di Intensive Care Unit/ICU (HOSPITAL SIBU),Kes di Intensive Care Unit/ICU (HOSPITAL BINTULU),Kes di Intensive Care Unit/ICU (HOSPITAL MIRI),Kes di Intensive Care Unit/ICU (HOSPITAL SUNGAI BULUH),Kes di Intensive Care Unit/ICU (JUMLAH),Kes yang memerlukan bantuan pernafasan (SGH KUCHING),Kes yang memerlukan bantuan pernafasan (HOSPITAL SIBU),Kes yang memerlukan bantuan pernafasan (HOSPITAL BINTULU),Kes yang memerlukan bantuan pernafasan (HOSPITAL MIRI),Kes yang memerlukan bantuan pernafasan (HOSPITAL SUNGAI BULUH),Kes yang memerlukan bantuan pernafasan (JUMLAH),Jumlah kes kematian (SGH KUCHING),Jumlah kes kematian (HOSPITAL SIBU),Jumlah kes kematian (HOSPITAL BINTULU),Jumlah kes kematian (HOSPITAL MIRI),Jumlah kes kematian (HOSPITAL SUNGAI BULUH),Jumlah kes kematian (JUMLAH),Kes telah sembuh dan discaj baru (SGH KUCHING),Kes telah sembuh dan discaj baru (HOSPITAL SIBU),Kes telah sembuh dan discaj baru (HOSPITAL BINTULU),Kes telah sembuh dan discaj baru (HOSPITAL MIRI),Kes telah sembuh dan discaj baru (HOSPITAL SUNGAI BULUH),Kes telah sembuh dan discaj baru (JUMLAH),Kes telah sembuh dan discaj kumulatif (SGH KUCHING),Kes telah sembuh dan discaj kumulatif (HOSPITAL SIBU),Kes telah sembuh dan discaj kumulatif (HOSPITAL BINTULU),Kes telah sembuh dan discaj kumulatif (HOSPITAL MIRI),Kes telah sembuh dan discaj kumulatif (HOSPITAL SUNGAI BULUH),Kes telah sembuh dan discaj kumulatif (JUMLAH),Kumulatif kemasukan semula ke hospital (SGH HOSPITAL),Kumulatif kemasukan semula ke hospital (HOSPITAL SIBU),Kumulatif kemasukan semula ke hospital (HOSPITAL BINTULU),Kumulatif kemasukan semula ke hospital (HOSPITAL MIRI),Kumulatif kemasukan semula ke hospital (HOSPITAL SUNGAI BULUH),Kumulatif kemasukan semula ke hospital (JUMLAH)
2020-11-11,111,0,0,21,0,132,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,12,0,2,6,0,20,719,41,49,49,2,840,9,9,3,1,0,22
2020-11-12,102,0,0,16,0,132,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,16,0,0,6,0,22,735,41,49,55,2,882,9,9,3,1,0,22
2020-11-13,109,0,0,14,0,123,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,3,0,8,740,41,49,58,2,890,9,9,3,1,0,22
2020-11-14,96,0,0,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,17,0,0,1,0,18,757,41,49,59,2,908,9,9,3,1,0,22
2020-11-15,85,0,0,9,0,94,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,14,0,0,4,0,18,771,41,49,63,2,926,9,9,3,1,0,22
2020-11-16,81,0,0,10,0,91,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,5,0,0,0,0,5,776,41,49,63,2,931,9,9,3,1,0,22
2020-11-17,80,0,0,10,0,90,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,2,0,0,0,0,2,778,41,49,63,2,933,9,9,3,1,0,22
2020-11-18,70,0,0,10,0,80,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,13,0,0,0,0,13,791,41,49,63,2,846,9,9,3,1,0,22
2020-11-19,63,0,0,9,0,72,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,13,0,0,3,0,16,804,41,49,66,2,962,9,9,3,1,0,22
2020-11-20,57,0,0,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,7,0,0,2,0,9,811,41,49,68,2,971,9,9,3,1,0,22
2020-11-21,56,0,0,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,2,0,1,811,41,49,68,2,972,9,9,3,1,0,22
2020-11-22,53,0,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,3,0,0,2,0,5,815,41,49,70,2,977,9,9,3,1,0,22
2020-11-23,48,0,0,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,0,0,5,820,41,49,70,2,982,9,9,3,1,0,22
2020-11-24,41,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,8,0,0,2,0,10,828,41,49,72,2,992,9,9,3,1,0,22
2020-11-25,27,2,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,14,0,0,2,0,16,842,41,49,74,2,1008,9,9,3,1,0,22
2020-11-26,25,2,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,6,0,0,1,0,7,848,41,49,75,2,1015,9,9,3,1,0,22
2020-11-27,22,2,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,3,0,0,0,0,3,851,41,49,75,2,1018,9,9,3,1,0,22
2020-11-28,20,2,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,2,853,41,49,75,2,1020,9,9,3,1,0,22
2020-11-29,20,2,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,853,41,49,75,2,1020,9,9,3,1,0,22
2020-11-30,18,2,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,2,855,41,49,75,2,1022,9,9,3,1,0,22
2020-12-01,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,9,0,0,0,0,9,864,41,49,75,2,1031,9,9,3,1,0,22
2020-12-02,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,864,41,49,75,2,1031,9,9,3,1,0,22
2020-12-03,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,864,41,49,75,2,1032,9,9,3,1,0,22
2020-12-04,10,2,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,1,0,1,865,41,49,76,2,1033,9,9,3,1,0,22
2020-12-05,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,866,41,49,76,2,1034,9,9,3,1,0,22
2020-12-06,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,886,41,49,76,2,1034,9,9,3,1,0,22
2020-12-07,11,2,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,867,41,49,76,2,1035,9,9,3,1,0,22
2020-12-08,13,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,2,0,0,0,2,867,43,49,76,2,1037,9,9,3,1,0,22
2020-12-09,9,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,0,0,4,871,43,49,76,2,1041,9,9,3,1,0,22
2020-12-10,10,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,871,43,49,76,2,1041,9,9,3,1,0,22
2020-12-11,10,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,2,0,2,871,43,49,78,2,1043,9,9,3,1,0,22
2020-12-12,11,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,871,43,49,78,2,1043,9,9,3,1,0,22
2020-12-13,10,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,872,43,49,78,2,1044,9,9,3,1,0,22
2020-12-14,9,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,873,43,49,78,2,1045,9,9,3,1,0,22
2020-12-15,9,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,873,43,49,78,2,1045,9,9,3,1,0,22
2020-12-16,9,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,1,0,1,873,43,49,49,2,1046,9,9,3,1,0,22
2020-12-17,9,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,873,43,49,79,2,1046,9,9,3,1,0,22
2020-12-18,13,2,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,873,43,49,79,2,1046,9,9,3,1,0,22
2020-12-19,11,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,0,875,43,49,79,2,1048,9,9,3,1,0,22
2020-12-20,13,3,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,876,43,49,79,2,1049,9,9,3,1,0,22
2020-12-21,11,3,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,1,0,0,3,878,43,49,79,2,1052,9,9,3,1,0,22
2020-12-22,7,3,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,0,0,4,878,43,49,79,2,1056,9,9,3,1,0,22
2020-12-23,10,3,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,882,43,50,79,2,1056,9,9,3,1,0,22
2020-12-24,9,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,883,43,50,79,2,1057,9,9,3,1,0,22
2020-12-25,11,3,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,883,43,50,79,2,1057,9,9,3,1,0,22
2020-12-26,10,3,5,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,884,43,50,79,2,1058,9,9,3,1,0,22
2020-12-27,11,3,5,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,884,43,50,79,2,1058,9,9,3,1,0,22
2020-12-28,13,3,5,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,884,43,50,79,2,1058,9,9,3,1,0,22
2020-12-29,14,5,5,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,1,0,2,885,43,50,80,2,1060,9,9,3,1,0,22
2020-12-30,12,4,5,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,2,0,0,0,4,887,45,50,80,2,1064,9,9,3,1,0,22
2020-12-31,11,4,5,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,888,45,50,80,2,1065,9,9,3,1,0,22
